"","Ship_code","ArrivalRegion","DisVol"
"1",2121,"Pacific",1060620
"2",2121.1,"Pacific",1060620
"3",2121.2,"Pacific",1060620
"4",9418,"Atlantic",335390
"5",9418.1,"Atlantic",335390
"6",9418.2,"Atlantic",335390
"7",1954,"Pacific",276270
"8",1954.1,"Pacific",276270
"9",9678,"Atlantic",121350
"10",9678.1,"Atlantic",121350
"11",9701,"Atlantic",112768
"12",9701.1,"Atlantic",112768
"13",9709,"Atlantic",112768
"14",9701.2,"Atlantic",112768
"15",9709.1,"Atlantic",112768
"16",9709.2,"Atlantic",112768
"17",9701.3,"Atlantic",112768
"18",9712,"Atlantic",99176
"19",9712.1,"Atlantic",99176
"20",9712.2,"Atlantic",99176
"21",9712.3,"Atlantic",99176
"22",9712.4,"Atlantic",99176
"23",9712.5,"Atlantic",99176
"24",9695,"Atlantic",97728
"25",8365,"Pacific",91983
"26",8365.1,"Pacific",91983
"27",8365.2,"Pacific",91983
"28",9716,"Atlantic",90883
"29",9716.1,"Atlantic",90883
"30",9716.2,"Atlantic",90883
"31",1770,"Atlantic",85906
"32",1770.1,"Atlantic",85906
"33",1770.2,"Atlantic",85906
"34",9669,"Atlantic",85748
"35",9702,"Atlantic",85748
"36",9715,"Atlantic",85748
"37",9715.1,"Atlantic",85748
"38",9702.1,"Atlantic",85748
"39",9669.1,"Atlantic",85748
"40",9715.2,"Atlantic",85748
"41",9713,"Atlantic",85748
"42",9669.2,"Atlantic",85748
"43",9715.3,"Atlantic",85748
"44",9713.1,"Atlantic",85748
"45",9659,"Atlantic",85748
"46",9659.1,"Atlantic",85748
"47",9659.2,"Atlantic",85748
"48",9659.3,"Atlantic",85748
"49",9691,"Atlantic",85748
"50",9702.2,"Atlantic",85748
"51",9702.3,"Atlantic",85748
"52",9691.1,"Atlantic",85748
"53",9682,"Atlantic",85746
"54",9682.1,"Atlantic",85746
"55",9682.2,"Atlantic",85746
"56",9682.3,"Atlantic",85746
"57",9682.4,"Atlantic",85746
"58",9682.5,"Atlantic",85746
"59",9682.6,"Atlantic",85746
"60",1767,"Atlantic",85538
"61",1767.1,"Atlantic",85538
"62",1767.2,"Atlantic",85538
"63",1767.3,"Atlantic",85538
"64",1767.4,"Atlantic",85538
"65",1760,"Atlantic",85478
"66",1760.1,"Atlantic",85478
"67",1760.2,"Atlantic",85478
"68",1760.3,"Atlantic",85478
"69",1762,"Atlantic",82820
"70",1762.1,"Atlantic",82820
"71",1762.2,"Atlantic",82820
"72",1762.3,"Atlantic",82820
"73",1762.4,"Atlantic",82820
"74",1762.5,"Atlantic",82820
"75",9403,"Atlantic",79177
"76",9403.1,"Atlantic",79177
"77",9403.2,"Atlantic",79177
"78",9403.3,"Atlantic",79177
"79",8317,"Atlantic",78835
"80",8317.1,"Atlantic",78835
"81",8317.2,"Atlantic",78835
"82",8317.3,"Atlantic",78835
"83",1805,"Atlantic",78598
"84",1805.1,"Atlantic",78598
"85",1805.2,"Atlantic",78598
"86",8447,"Atlantic",78325
"87",8447.1,"Atlantic",78325
"88",8447.2,"Atlantic",78325
"89",8447.3,"Atlantic",78325
"90",8447.4,"Atlantic",78325
"91",8447.5,"Atlantic",78325
"92",9645,"Atlantic",78001
"93",9645.1,"Atlantic",78001
"94",9645.2,"Atlantic",78001
"95",9645.3,"Atlantic",78001
"96",9645.4,"Atlantic",78001
"97",9645.5,"Atlantic",78001
"98",9645.6,"Atlantic",78001
"99",8520,"Atlantic",77292
"100",8520.1,"Atlantic",77292
"101",8520.2,"Atlantic",77292
"102",8520.3,"Atlantic",77292
"103",8520.4,"Atlantic",77292
"104",9408,"Atlantic",77258
"105",9408.1,"Atlantic",77258
"106",9408.2,"Atlantic",77258
"107",9408.3,"Atlantic",77258
"108",9408.4,"Atlantic",77258
"109",9408.5,"Atlantic",77258
"110",1961,"Pacific",77206
"111",1961.1,"Pacific",77206
"112",1961.2,"Pacific",77206
"113",1961.3,"Pacific",77206
"114",1961.4,"Pacific",77206
"115",9427,"Atlantic",77035
"116",9427.1,"Atlantic",77035
"117",1759,"Atlantic",76573
"118",1759.1,"Atlantic",76573
"119",1759.2,"Atlantic",76573
"120",1759.3,"Atlantic",76573
"121",9460,"Atlantic",76287
"122",9460.1,"Atlantic",76287
"123",9460.2,"Atlantic",76287
"124",9460.3,"Atlantic",76287
"125",9460.4,"Atlantic",76287
"126",9460.5,"Atlantic",76287
"127",9460.6,"Atlantic",76287
"128",2459,"Atlantic",76047
"129",2459.1,"Atlantic",76047
"130",2459.2,"Atlantic",76047
"131",2459.3,"Atlantic",76047
"132",2459.4,"Atlantic",76047
"133",1797,"Atlantic",75313
"134",1797.1,"Atlantic",75313
"135",1797.2,"Atlantic",75313
"136",1797.3,"Atlantic",75313
"137",9369,"Atlantic",74796
"138",9369.1,"Atlantic",74796
"139",9369.2,"Atlantic",74796
"140",9369.3,"Atlantic",74796
"141",9705,"Atlantic",74235
"142",9705.1,"Atlantic",74235
"143",9705.2,"Atlantic",74235
"144",9705.3,"Atlantic",74235
"145",9707,"Atlantic",73279
"146",9707.1,"Atlantic",73279
"147",9707.2,"Atlantic",73279
"148",9707.3,"Atlantic",73279
"149",9707.4,"Atlantic",73279
"150",9662,"Atlantic",73042
"151",9662.1,"Atlantic",73042
"152",9662.2,"Atlantic",73042
"153",9662.3,"Atlantic",73042
"154",9414,"Atlantic",73033
"155",9414.1,"Atlantic",73033
"156",9414.2,"Atlantic",73033
"157",9414.3,"Atlantic",73033
"158",9407,"Atlantic",73032
"159",9407.1,"Atlantic",73032
"160",9675,"Atlantic",73016
"161",9675.1,"Atlantic",73016
"162",9405,"Atlantic",72998
"163",9405.1,"Atlantic",72998
"164",9405.2,"Atlantic",72998
"165",9405.3,"Atlantic",72998
"166",1766,"Atlantic",72670
"167",1766.1,"Atlantic",72670
"168",9676,"Atlantic",72085
"169",9676.1,"Atlantic",72085
"170",9676.2,"Atlantic",72085
"171",9676.3,"Atlantic",72085
"172",9676.4,"Atlantic",72085
"173",2130,"Pacific",71891
"174",2130.1,"Pacific",71891
"175",2130.2,"Pacific",71891
"176",2130.3,"Pacific",71891
"177",2130.4,"Pacific",71891
"178",2457,"Atlantic",71548
"179",2457.1,"Atlantic",71548
"180",2457.2,"Atlantic",71548
"181",2457.3,"Atlantic",71548
"182",1796,"Atlantic",70869
"183",1796.1,"Atlantic",70869
"184",1796.2,"Atlantic",70869
"185",1796.3,"Atlantic",70869
"186",1796.4,"Atlantic",70869
"187",8313,"Atlantic",70754
"188",8313.1,"Atlantic",70754
"189",8313.2,"Atlantic",70754
"190",8313.3,"Atlantic",70754
"191",9361,"Atlantic",70399
"192",9361.1,"Atlantic",70399
"193",9361.2,"Atlantic",70399
"194",9361.3,"Atlantic",70399
"195",2128,"Pacific",70379
"196",2128.1,"Pacific",70379
"197",2128.2,"Pacific",70379
"198",2128.3,"Pacific",70379
"199",2128.4,"Pacific",70379
"200",2053,"Pacific",68486
"201",2053.1,"Pacific",68486
"202",2053.2,"Pacific",68486
"203",2053.3,"Pacific",68486
"204",2053.4,"Pacific",68486
"205",9703,"Atlantic",68157
"206",9703.1,"Atlantic",68157
"207",9703.2,"Atlantic",68157
"208",1919,"Pacific",67180
"209",1919.1,"Pacific",67180
"210",1919.2,"Pacific",67180
"211",1763,"Atlantic",66924
"212",1763.1,"Atlantic",66924
"213",1763.2,"Atlantic",66924
"214",1763.3,"Atlantic",66924
"215",1764,"Atlantic",66923
"216",1764.1,"Atlantic",66923
"217",1764.2,"Atlantic",66923
"218",1764.3,"Atlantic",66923
"219",8315,"Atlantic",66918
"220",8315.1,"Atlantic",66918
"221",8315.2,"Atlantic",66918
"222",8316,"Atlantic",66917
"223",8316.1,"Atlantic",66917
"224",9404,"Atlantic",66460
"225",9404.1,"Atlantic",66460
"226",9404.2,"Atlantic",66460
"227",9404.3,"Atlantic",66460
"228",9404.4,"Atlantic",66460
"229",9404.5,"Atlantic",66460
"230",9404.6,"Atlantic",66460
"231",9404.7,"Atlantic",66460
"232",9404.8,"Atlantic",66460
"233",9647,"Atlantic",66313
"234",9647.1,"Atlantic",66313
"235",9647.2,"Atlantic",66313
"236",9647.3,"Atlantic",66313
"237",9735,"Atlantic",65942
"238",9735.1,"Atlantic",65942
"239",9735.2,"Atlantic",65942
"240",9735.3,"Atlantic",65942
"241",9735.4,"Atlantic",65942
"242",9735.5,"Atlantic",65942
"243",9674,"Atlantic",65856
"244",9688,"Atlantic",65856
"245",9670,"Atlantic",65856
"246",9656,"Atlantic",65856
"247",489,"Atlantic",65856
"248",9673,"Atlantic",65856
"249",9714,"Atlantic",65856
"250",9700,"Atlantic",65856
"251",9674.1,"Atlantic",65856
"252",9670.1,"Atlantic",65856
"253",9714.1,"Atlantic",65856
"254",9661,"Atlantic",65856
"255",9688.1,"Atlantic",65856
"256",489.1,"Atlantic",65856
"257",9674.2,"Atlantic",65856
"258",9714.2,"Atlantic",65856
"259",9670.2,"Atlantic",65856
"260",9670.3,"Atlantic",65856
"261",9666,"Atlantic",65856
"262",9674.3,"Atlantic",65856
"263",9666.1,"Atlantic",65856
"264",9674.4,"Atlantic",65856
"265",9673.1,"Atlantic",65856
"266",9688.2,"Atlantic",65856
"267",9670.4,"Atlantic",65856
"268",9656.1,"Atlantic",65856
"269",9670.5,"Atlantic",65856
"270",9670.6,"Atlantic",65856
"271",9714.3,"Atlantic",65856
"272",9666.2,"Atlantic",65856
"273",9673.2,"Atlantic",65856
"274",9700.1,"Atlantic",65856
"275",9714.4,"Atlantic",65856
"276",9700.2,"Atlantic",65856
"277",9674.5,"Atlantic",65856
"278",9672,"Atlantic",65856
"279",489.2,"Atlantic",65856
"280",9700.3,"Atlantic",65856
"281",9661.1,"Atlantic",65856
"282",489.3,"Atlantic",65856
"283",9673.3,"Atlantic",65856
"284",9673.4,"Atlantic",65856
"285",9714.5,"Atlantic",65856
"286",9700.4,"Atlantic",65856
"287",9674.6,"Atlantic",65856
"288",9668,"Atlantic",65856
"289",8314,"Atlantic",65701
"290",456,"Atlantic",65304
"291",456.1,"Atlantic",65304
"292",456.2,"Atlantic",65304
"293",9593,"Pacific",64316
"294",9593.1,"Pacific",64316
"295",9593.2,"Pacific",64316
"296",9593.3,"Pacific",64316
"297",9593.4,"Pacific",64316
"298",9593.5,"Pacific",64316
"299",1456,"Pacific",64226
"300",1456.1,"Pacific",64226
"301",1456.2,"Pacific",64226
"302",1456.3,"Pacific",64226
"303",1456.4,"Pacific",64226
"304",1456.5,"Pacific",64226
"305",9465,"Atlantic",63526
"306",9465.1,"Atlantic",63526
"307",9465.2,"Atlantic",63526
"308",2146,"Pacific",61711
"309",2146.1,"Pacific",61711
"310",9698,"Atlantic",61344
"311",9698.1,"Atlantic",61344
"312",9698.2,"Atlantic",61344
"313",9698.3,"Atlantic",61344
"314",9698.4,"Atlantic",61344
"315",9649,"Atlantic",61235
"316",9649.1,"Atlantic",61235
"317",9649.2,"Atlantic",61235
"318",9649.3,"Atlantic",61235
"319",9649.4,"Atlantic",61235
"320",9657,"Atlantic",61232
"321",9657.1,"Atlantic",61232
"322",9657.2,"Atlantic",61232
"323",2107,"Pacific",59016
"324",2107.1,"Pacific",59016
"325",2148,"Pacific",58395
"326",2148.1,"Pacific",58395
"327",9706,"Atlantic",58051
"328",9706.1,"Atlantic",58051
"329",9665,"Atlantic",58051
"330",9665.1,"Atlantic",58051
"331",9665.2,"Atlantic",58051
"332",9706.2,"Atlantic",58051
"333",9706.3,"Atlantic",58051
"334",9665.3,"Atlantic",58051
"335",9665.4,"Atlantic",58051
"336",2093,"Pacific",57237
"337",2093.1,"Pacific",57237
"338",2093.2,"Pacific",57237
"339",2093.3,"Pacific",57237
"340",2093.4,"Pacific",57237
"341",2093.5,"Pacific",57237
"342",8977,"Atlantic",57109
"343",8977.1,"Atlantic",57109
"344",8977.2,"Atlantic",57109
"345",8977.3,"Atlantic",57109
"346",8420,"Pacific",56280
"347",8420.1,"Pacific",56280
"348",8420.2,"Pacific",56280
"349",8420.3,"Pacific",56280
"350",8406,"Pacific",55562
"351",8406.1,"Pacific",55562
"352",8406.2,"Pacific",55562
"353",8406.3,"Pacific",55562
"354",1953,"Pacific",55148
"355",1953.1,"Pacific",55148
"356",1953.2,"Pacific",55148
"357",1953.3,"Pacific",55148
"358",9251,"Pacific",54859
"359",9251.1,"Pacific",54859
"360",9251.2,"Pacific",54859
"361",9251.3,"Pacific",54859
"362",8403,"Pacific",54646
"363",8403.1,"Pacific",54646
"364",8403.2,"Pacific",54646
"365",8403.3,"Pacific",54646
"366",8403.4,"Pacific",54646
"367",8403.5,"Pacific",54646
"368",8403.6,"Pacific",54646
"369",8403.7,"Pacific",54646
"370",8403.8,"Pacific",54646
"371",8403.9,"Pacific",54646
"372",8403.1,"Pacific",54646
"373",9463,"Atlantic",54530
"374",9463.1,"Atlantic",54530
"375",9463.2,"Atlantic",54530
"376",9463.3,"Atlantic",54530
"377",9463.4,"Atlantic",54530
"378",9463.5,"Atlantic",54530
"379",1963,"Pacific",54232
"380",1963.1,"Pacific",54232
"381",9474,"Pacific",54018
"382",9474.1,"Pacific",54018
"383",9474.2,"Pacific",54018
"384",9474.3,"Pacific",54018
"385",9694,"Atlantic",53885
"386",8418,"Pacific",53621
"387",8418.1,"Pacific",53621
"388",8418.2,"Pacific",53621
"389",8418.3,"Pacific",53621
"390",2365,"Pacific",53546
"391",2365.1,"Pacific",53546
"392",2365.2,"Pacific",53546
"393",1987,"Pacific",52846
"394",1987.1,"Pacific",52846
"395",1987.2,"Pacific",52846
"396",1987.3,"Pacific",52846
"397",1987.4,"Pacific",52846
"398",1987.5,"Pacific",52846
"399",1987.6,"Pacific",52846
"400",1859,"Pacific",52540
"401",1859.1,"Pacific",52540
"402",9571,"Pacific",52518
"403",9571.1,"Pacific",52518
"404",9571.2,"Pacific",52518
"405",9571.3,"Pacific",52518
"406",1912,"Pacific",52264
"407",1922,"Pacific",52264
"408",1912.1,"Pacific",52264
"409",1912.2,"Pacific",52264
"410",1912.3,"Pacific",52264
"411",1922.1,"Pacific",52264
"412",2294,"Pacific",52246
"413",2294.1,"Pacific",52246
"414",2294.2,"Pacific",52246
"415",1620,"Atlantic",52046
"416",1620.1,"Atlantic",52046
"417",1620.2,"Atlantic",52046
"418",2743,"Atlantic",52025
"419",2994,"Atlantic",51422
"420",2994.1,"Atlantic",51422
"421",2997,"Atlantic",50796
"422",2997.1,"Atlantic",50796
"423",2997.2,"Atlantic",50796
"424",2017,"Pacific",50599
"425",2017.1,"Pacific",50599
"426",8404,"Pacific",50377
"427",8302,"Pacific",50221
"428",8302.1,"Pacific",50221
"429",2362,"Pacific",49429
"430",2362.1,"Pacific",49429
"431",2362.2,"Pacific",49429
"432",2362.3,"Pacific",49429
"433",2362.4,"Pacific",49429
"434",2362.5,"Pacific",49429
"435",2367,"Pacific",49407
"436",2367.1,"Pacific",49407
"437",2367.2,"Pacific",49407
"438",2367.3,"Pacific",49407
"439",2367.4,"Pacific",49407
"440",2367.5,"Pacific",49407
"441",2367.6,"Pacific",49407
"442",2367.7,"Pacific",49407
"443",8439,"Atlantic",49275
"444",8535,"Atlantic",49245
"445",448,"Atlantic",49198
"446",448.1,"Atlantic",49198
"447",3026,"Atlantic",49093
"448",3026.1,"Atlantic",49093
"449",3026.2,"Atlantic",49093
"450",3050,"Atlantic",48777
"451",3050.1,"Atlantic",48777
"452",3050.2,"Atlantic",48777
"453",3050.3,"Atlantic",48777
"454",3050.4,"Atlantic",48777
"455",8498,"Atlantic",48612
"456",8498.1,"Atlantic",48612
"457",8498.2,"Atlantic",48612
"458",8498.3,"Atlantic",48612
"459",8498.4,"Atlantic",48612
"460",8498.5,"Atlantic",48612
"461",474,"Atlantic",48483
"462",474.1,"Atlantic",48483
"463",474.2,"Atlantic",48483
"464",474.3,"Atlantic",48483
"465",474.4,"Atlantic",48483
"466",9047,"Atlantic",48446
"467",9047.1,"Atlantic",48446
"468",9047.2,"Atlantic",48446
"469",9047.3,"Atlantic",48446
"470",9047.4,"Atlantic",48446
"471",9047.5,"Atlantic",48446
"472",9047.6,"Atlantic",48446
"473",9047.7,"Atlantic",48446
"474",9047.8,"Atlantic",48446
"475",2216,"Pacific",48337
"476",2216.1,"Pacific",48337
"477",2216.2,"Pacific",48337
"478",9040,"Atlantic",48063
"479",9040.1,"Atlantic",48063
"480",9040.2,"Atlantic",48063
"481",9040.3,"Atlantic",48063
"482",8405,"Pacific",48035
"483",8405.1,"Pacific",48035
"484",8405.2,"Pacific",48035
"485",2973,"Atlantic",47794
"486",2973.1,"Atlantic",47794
"487",2973.2,"Atlantic",47794
"488",2973.3,"Atlantic",47794
"489",9955,"Atlantic",47744
"490",9955.1,"Atlantic",47744
"491",9424,"Atlantic",47689
"492",9424.1,"Atlantic",47689
"493",1601,"Atlantic",47634
"494",1601.1,"Atlantic",47634
"495",1601.2,"Atlantic",47634
"496",2507,"Pacific",47451
"497",2507.1,"Pacific",47451
"498",2507.2,"Pacific",47451
"499",2507.3,"Pacific",47451
"500",2507.4,"Pacific",47451
"501",8536,"Atlantic",47331
"502",8536.1,"Atlantic",47331
"503",8536.2,"Atlantic",47331
"504",3046,"Atlantic",47254
"505",3046.1,"Atlantic",47254
"506",3046.2,"Atlantic",47254
"507",3046.3,"Atlantic",47254
"508",2976,"Atlantic",47070
"509",2976.1,"Atlantic",47070
"510",2976.2,"Atlantic",47070
"511",2351,"Pacific",46968
"512",2351.1,"Pacific",46968
"513",2351.2,"Pacific",46968
"514",2351.3,"Pacific",46968
"515",2351.4,"Pacific",46968
"516",2351.5,"Pacific",46968
"517",2746,"Atlantic",46892
"518",8444,"Atlantic",46892
"519",2747,"Atlantic",46892
"520",8444.1,"Atlantic",46892
"521",2747.1,"Atlantic",46892
"522",2747.2,"Atlantic",46892
"523",8444.2,"Atlantic",46892
"524",2949,"Atlantic",46229
"525",2949.1,"Atlantic",46229
"526",2949.2,"Atlantic",46229
"527",2949.3,"Atlantic",46229
"528",9401,"Atlantic",45623
"529",9401.1,"Atlantic",45623
"530",9401.2,"Atlantic",45623
"531",9401.3,"Atlantic",45623
"532",1723,"Atlantic",45328
"533",2950,"Atlantic",45219
"534",9464,"Atlantic",44681
"535",9464.1,"Atlantic",44681
"536",9464.2,"Atlantic",44681
"537",2499,"Pacific",44278
"538",2499.1,"Pacific",44278
"539",2499.2,"Pacific",44278
"540",1738,"Atlantic",44269
"541",1738.1,"Atlantic",44269
"542",1738.2,"Atlantic",44269
"543",1738.3,"Atlantic",44269
"544",1765,"Atlantic",44180
"545",1765.1,"Atlantic",44180
"546",1765.2,"Atlantic",44180
"547",1765.3,"Atlantic",44180
"548",1765.4,"Atlantic",44180
"549",1765.5,"Atlantic",44180
"550",1765.6,"Atlantic",44180
"551",1765.7,"Atlantic",44180
"552",9687,"Atlantic",43466
"553",9687.1,"Atlantic",43466
"554",9687.2,"Atlantic",43466
"555",8411,"Pacific",43323
"556",8411.1,"Pacific",43323
"557",8411.2,"Pacific",43323
"558",8411.3,"Pacific",43323
"559",8411.4,"Pacific",43323
"560",8411.5,"Pacific",43323
"561",8411.6,"Pacific",43323
"562",8411.7,"Pacific",43323
"563",2967,"Atlantic",43155
"564",2967.1,"Atlantic",43155
"565",9060,"Atlantic",43018
"566",9060.1,"Atlantic",43018
"567",9060.2,"Atlantic",43018
"568",9060.3,"Atlantic",43018
"569",9060.4,"Atlantic",43018
"570",9060.5,"Atlantic",43018
"571",9073,"Atlantic",42983
"572",9073.1,"Atlantic",42983
"573",9073.2,"Atlantic",42983
"574",9073.3,"Atlantic",42983
"575",9073.4,"Atlantic",42983
"576",9073.5,"Atlantic",42983
"577",9073.6,"Atlantic",42983
"578",3041,"Atlantic",42818
"579",3041.1,"Atlantic",42818
"580",8984,"Atlantic",42768
"581",8984.1,"Atlantic",42768
"582",3016,"Atlantic",42291
"583",3016.1,"Atlantic",42291
"584",3016.2,"Atlantic",42291
"585",3016.3,"Atlantic",42291
"586",3016.4,"Atlantic",42291
"587",9053,"Atlantic",42278
"588",9053.1,"Atlantic",42278
"589",9053.2,"Atlantic",42278
"590",9053.3,"Atlantic",42278
"591",9067,"Atlantic",42159
"592",9067.1,"Atlantic",42159
"593",9067.2,"Atlantic",42159
"594",9028,"Atlantic",42138
"595",9028.1,"Atlantic",42138
"596",9028.2,"Atlantic",42138
"597",9028.3,"Atlantic",42138
"598",9028.4,"Atlantic",42138
"599",8995,"Atlantic",41946
"600",9050,"Atlantic",41946
"601",8995.1,"Atlantic",41946
"602",9025,"Atlantic",41946
"603",8995.2,"Atlantic",41946
"604",8995.3,"Atlantic",41946
"605",3061,"Atlantic",41946
"606",9025.1,"Atlantic",41946
"607",9050.1,"Atlantic",41946
"608",9025.2,"Atlantic",41946
"609",9050.2,"Atlantic",41946
"610",2958,"Atlantic",41946
"611",3061.1,"Atlantic",41946
"612",8995.4,"Atlantic",41946
"613",3061.2,"Atlantic",41946
"614",3061.3,"Atlantic",41946
"615",3061.4,"Atlantic",41946
"616",9035,"Atlantic",41946
"617",8995.5,"Atlantic",41946
"618",8995.6,"Atlantic",41946
"619",3009,"Atlantic",41937
"620",3009.1,"Atlantic",41937
"621",3009.2,"Atlantic",41937
"622",2979,"Atlantic",41932
"623",9019,"Atlantic",41932
"624",9010,"Atlantic",41932
"625",9059,"Atlantic",41932
"626",9019.1,"Atlantic",41932
"627",9010.1,"Atlantic",41932
"628",2959,"Atlantic",41932
"629",2979.1,"Atlantic",41932
"630",9059.1,"Atlantic",41932
"631",8950,"Atlantic",41932
"632",9037,"Atlantic",41932
"633",9029,"Atlantic",41932
"634",9037.1,"Atlantic",41932
"635",9029.1,"Atlantic",41932
"636",2979.2,"Atlantic",41932
"637",9010.2,"Atlantic",41932
"638",9037.2,"Atlantic",41932
"639",9059.2,"Atlantic",41932
"640",9037.3,"Atlantic",41932
"641",9010.3,"Atlantic",41932
"642",8950.1,"Atlantic",41932
"643",9019.2,"Atlantic",41932
"644",2959.1,"Atlantic",41932
"645",9037.4,"Atlantic",41932
"646",9019.3,"Atlantic",41932
"647",9019.4,"Atlantic",41932
"648",9484,"Pacific",41930
"649",9484.1,"Pacific",41930
"650",9484.2,"Pacific",41930
"651",9084,"Atlantic",41930
"652",9084.1,"Atlantic",41930
"653",9084.2,"Atlantic",41930
"654",9484.3,"Pacific",41930
"655",9084.3,"Atlantic",41930
"656",9484.4,"Pacific",41930
"657",9484.5,"Pacific",41930
"658",9083,"Atlantic",41929
"659",9083.1,"Atlantic",41929
"660",9616,"Pacific",41809
"661",9616.1,"Pacific",41809
"662",9616.2,"Pacific",41809
"663",9616.3,"Pacific",41809
"664",9616.4,"Pacific",41809
"665",9616.5,"Pacific",41809
"666",9616.6,"Pacific",41809
"667",9616.7,"Pacific",41809
"668",2993,"Atlantic",41491
"669",2993.1,"Atlantic",41491
"670",2993.2,"Atlantic",41491
"671",8973,"Atlantic",41457
"672",8973.1,"Atlantic",41457
"673",8973.2,"Atlantic",41457
"674",8973.3,"Atlantic",41457
"675",1446,"Pacific",41431
"676",1446.1,"Pacific",41431
"677",1446.2,"Pacific",41431
"678",1446.3,"Pacific",41431
"679",1446.4,"Pacific",41431
"680",9413,"Atlantic",41298
"681",9413.1,"Atlantic",41298
"682",9413.2,"Atlantic",41298
"683",9413.3,"Atlantic",41298
"684",9413.4,"Atlantic",41298
"685",9413.5,"Atlantic",41298
"686",2954,"Atlantic",41102
"687",2954.1,"Atlantic",41102
"688",2954.2,"Atlantic",41102
"689",2954.3,"Atlantic",41102
"690",2954.4,"Atlantic",41102
"691",2710,"Atlantic",41080
"692",2710.1,"Atlantic",41080
"693",2710.2,"Atlantic",41080
"694",2710.3,"Atlantic",41080
"695",2710.4,"Atlantic",41080
"696",2710.5,"Atlantic",41080
"697",2710.6,"Atlantic",41080
"698",2445,"Atlantic",40641
"699",2445.1,"Atlantic",40641
"700",2445.2,"Atlantic",40641
"701",2445.3,"Atlantic",40641
"702",9071,"Atlantic",40566
"703",3020,"Atlantic",40566
"704",9075,"Atlantic",40566
"705",8962,"Atlantic",40566
"706",9046,"Atlantic",40566
"707",8963,"Atlantic",40566
"708",8966,"Atlantic",40566
"709",2969,"Atlantic",40566
"710",9082,"Atlantic",40566
"711",9075.1,"Atlantic",40566
"712",3020.1,"Atlantic",40566
"713",9031,"Atlantic",40566
"714",3020.2,"Atlantic",40566
"715",9031.1,"Atlantic",40566
"716",8962.1,"Atlantic",40566
"717",3020.3,"Atlantic",40566
"718",2969.1,"Atlantic",40566
"719",9021,"Atlantic",40566
"720",8987,"Atlantic",40566
"721",9071.1,"Atlantic",40566
"722",8994,"Atlantic",40566
"723",8966.1,"Atlantic",40566
"724",9082.1,"Atlantic",40566
"725",9046.1,"Atlantic",40566
"726",8966.2,"Atlantic",40566
"727",8966.3,"Atlantic",40566
"728",8952,"Atlantic",40566
"729",3020.4,"Atlantic",40566
"730",8952.1,"Atlantic",40566
"731",9046.2,"Atlantic",40566
"732",2969.2,"Atlantic",40566
"733",9075.2,"Atlantic",40566
"734",8985,"Atlantic",40566
"735",8952.2,"Atlantic",40566
"736",8987.1,"Atlantic",40566
"737",3020.5,"Atlantic",40566
"738",8987.2,"Atlantic",40566
"739",8963.1,"Atlantic",40566
"740",2969.3,"Atlantic",40566
"741",8987.3,"Atlantic",40566
"742",9021.1,"Atlantic",40566
"743",8966.4,"Atlantic",40566
"744",8987.4,"Atlantic",40566
"745",9031.2,"Atlantic",40566
"746",3020.6,"Atlantic",40566
"747",8987.5,"Atlantic",40566
"748",9071.2,"Atlantic",40566
"749",9075.3,"Atlantic",40566
"750",3020.7,"Atlantic",40566
"751",8963.2,"Atlantic",40566
"752",8985.1,"Atlantic",40566
"753",3020.8,"Atlantic",40566
"754",9021.2,"Atlantic",40566
"755",3020.9,"Atlantic",40566
"756",9075.4,"Atlantic",40566
"757",8966.5,"Atlantic",40566
"758",8985.2,"Atlantic",40566
"759",9075.5,"Atlantic",40566
"760",9031.3,"Atlantic",40566
"761",8987.6,"Atlantic",40566
"762",8987.7,"Atlantic",40566
"763",8963.3,"Atlantic",40566
"764",9071.3,"Atlantic",40566
"765",8952.3,"Atlantic",40566
"766",8966.6,"Atlantic",40566
"767",9021.3,"Atlantic",40566
"768",8987.8,"Atlantic",40566
"769",8985.3,"Atlantic",40566
"770",9082.2,"Atlantic",40566
"771",8961,"Atlantic",40517
"772",8961.1,"Atlantic",40517
"773",8961.2,"Atlantic",40517
"774",2971,"Atlantic",40462
"775",2971.1,"Atlantic",40462
"776",2971.2,"Atlantic",40462
"777",2971.3,"Atlantic",40462
"778",2971.4,"Atlantic",40462
"779",2971.5,"Atlantic",40462
"780",2971.6,"Atlantic",40462
"781",8402,"Pacific",40396
"782",8402.1,"Pacific",40396
"783",8402.2,"Pacific",40396
"784",8402.3,"Pacific",40396
"785",8402.4,"Pacific",40396
"786",8402.5,"Pacific",40396
"787",8402.6,"Pacific",40396
"788",8505,"Atlantic",40348
"789",8505.1,"Atlantic",40348
"790",8505.2,"Atlantic",40348
"791",8496,"Atlantic",40293
"792",8496.1,"Atlantic",40293
"793",8496.2,"Atlantic",40293
"794",8496.3,"Atlantic",40293
"795",8528,"Atlantic",40259
"796",8526,"Atlantic",40259
"797",2853,"Atlantic",40259
"798",2855,"Atlantic",40259
"799",8528.1,"Atlantic",40259
"800",8524,"Atlantic",40259
"801",8512,"Atlantic",40259
"802",8521,"Atlantic",40259
"803",2849,"Atlantic",40259
"804",2861,"Atlantic",40259
"805",8521.1,"Atlantic",40259
"806",8526.1,"Atlantic",40259
"807",8528.2,"Atlantic",40259
"808",8490,"Atlantic",40259
"809",8507,"Atlantic",40259
"810",8523,"Atlantic",40259
"811",2853.1,"Atlantic",40259
